,city,lat,lng,country,population
14153,Yucca Valley,34.1234,-116.4216,United States,25042.0
14154,Derry Township,40.2709,-76.6561,United States,25036.0
14155,Branson,36.651,-93.2635,United States,25033.0
14156,Sultepec,18.8667,-99.95,Mexico,24986.0
14157,Dainyor,35.9206,74.3783,Pakistan,25000.0
14158,Seaford,50.77,0.1,United Kingdom,23463.0
14159,Uvarovo,51.9833,42.2667,Russia,23987.0
14160,Sandomierz,50.6833,21.75,Poland,24187.0
14161,Ma`bar,14.7939,44.2936,Yemen,24707.0
14162,Eisenhuttenstadt,52.145,14.6728,Germany,24633.0
14163,Cesky Tesin,49.7461,18.6262,Czechia,24297.0
14164,Balch Springs,32.7194,-96.6151,United States,25007.0
14165,Woolwich,43.5667,-80.4833,Canada,25006.0
14166,Ubach-Palenberg,50.9197,6.1194,Germany,24081.0
14167,Warstein,51.45,8.3667,Germany,24842.0
14168,Ronnenberg,52.3194,9.6556,Germany,24347.0
14169,Santa Gertrudes,-22.4569,-47.53,Brazil,24737.0
14170,Espelkamp,52.3772,8.6328,Germany,24685.0
14171,Olpe,51.0289,7.8514,Germany,24688.0
14172,De Pere,44.4309,-88.0785,United States,24970.0
14173,Schmallenberg,51.1333,8.3,Germany,24869.0
14174,Marysville,40.2278,-83.3595,United States,24949.0
14175,Madaoua,14.0762,5.9586,Niger,24804.0
14176,Derby,37.5571,-97.2552,United States,24943.0
14177,Trebisov,48.6333,21.7167,Slovakia,24587.0
14178,Plymstock,50.3569,-4.09,United Kingdom,24103.0
14179,Wilsonville,45.3107,-122.7705,United States,24918.0
14180,Wil,47.4664,9.0497,Switzerland,23768.0
14181,Wajimazakimachi,37.3906,136.8992,Japan,24851.0
14182,Hodonin,48.849,17.1324,Czechia,24512.0
14183,Sharya,58.3667,45.5,Russia,23976.0
14184,Catano,18.4415,-66.1388,Puerto Rico,24888.0
14185,Clayton,35.6591,-78.4499,United States,24887.0
14186,Brookings,44.3022,-96.7859,United States,24887.0
14187,Pavlovsk,50.45,40.0667,Russia,24858.0
14188,Evesham,52.092,-1.947,United Kingdom,23428.0
14189,Leoben,47.3817,15.0972,Austria,24645.0
14190,Walker,42.9853,-85.7446,United States,24869.0
14191,Colon,-32.2241,-58.1419,Argentina,24835.0
14192,Wyandotte,42.2113,-83.1558,United States,24859.0
14193,Susquehanna Township,40.3111,-76.8699,United States,24857.0
14194,Grandview,38.8802,-94.5227,United States,24856.0
14195,Forest Lake,45.2536,-92.9583,United States,24853.0
14196,Chesapeake Beach,38.6881,-76.5448,United States,24845.0
14197,Hudson,44.9637,-92.7316,United States,24832.0
14198,Fairland,39.0804,-76.9527,United States,24831.0
14199,Kulachi,31.9286,70.4592,Pakistan,24738.0
14200,Aytos,42.7,27.25,Bulgaria,24750.0
14201,Lincoln,-34.85,-61.5167,Argentina,24798.0
14202,Rockaway,40.9602,-74.4988,United States,24792.0
14203,Vertou,47.1689,-1.4697,France,24219.0
14204,Raisio,60.4861,22.1694,Finland,24290.0
14205,Brasileia,-11.01,-68.7478,Brazil,24765.0
14206,Ludinghausen,51.7681,7.4444,Germany,24590.0
14207,Kakonko,-3.2796,30.96,Tanzania,24688.0
14208,Roissy-en-Brie,48.7906,2.6519,France,22994.0
14209,Buy,58.4833,41.5167,Russia,23809.0
14210,South Elgin,41.9906,-88.3134,United States,24755.0
14211,Samaxi,40.6339,48.6392,Azerbaijan,24681.0
14212,Auburn Hills,42.6735,-83.2447,United States,24748.0
14213,Cadca,49.4386,18.7883,Slovakia,24315.0
14214,North Tustin,33.7644,-117.7945,United States,24736.0
14215,Ohringen,49.2,9.5,Germany,24374.0
14216,Larvik,59.0532,10.0271,Norway,24647.0
14217,Igaracu do Tiete,-22.5092,-48.5578,Brazil,24451.0
14218,Ontario,44.0259,-116.9759,United States,24704.0
14219,Takehara,34.3417,132.9069,Japan,24496.0
14220,Takhli,15.2667,100.35,Thailand,24563.0
14221,`Arad,31.2603,35.2147,Israel,24436.0
14222,Vizela,41.3833,-8.3,Portugal,23736.0
14223,Burlington,42.6746,-88.2723,United States,24691.0
14224,Windham,41.7102,-72.1671,United States,24688.0
14225,Swatara,40.2463,-76.803,United States,24685.0
14226,Hannoversch Munden,51.4167,9.65,Germany,24467.0
14227,Alvares Machado,-22.0789,-51.4719,Brazil,24651.0
14228,Norton Shores,43.1621,-86.2519,United States,24664.0
14229,Kernersville,36.1066,-80.0844,United States,24660.0
14230,Rickmansworth,51.6383,-0.4659,United Kingdom,23973.0
14231,Khajuraho,24.85,79.9333,India,24481.0
14232,Meiningen,50.55,10.4167,Germany,24233.0
14233,Keystone,28.1312,-82.5999,United States,24632.0
14234,North Laurel,39.1286,-76.8476,United States,24621.0
14235,Sugar Hill,34.1081,-84.056,United States,24617.0
14236,Attendorn,51.1264,7.9033,Germany,24367.0
14237,San Borja,-14.8583,-66.7475,Bolivia,24610.0
14238,Fresno,29.5358,-95.4696,United States,24607.0
14239,Zernograd,46.85,40.3,Russia,24561.0
14240,Victoria,-38.2395,-72.34,Chile,24555.0
14241,Prosper,33.2394,-96.8087,United States,24579.0
14242,Pirajui,-21.9989,-49.4569,Brazil,24546.0
14243,Gyal,47.3822,19.2136,Hungary,23628.0
14244,Chantilly,38.8868,-77.4453,United States,24559.0
14245,Dubnica nad Vahom,48.9575,18.1658,Slovakia,24068.0
14246,Kaniv,49.7447,31.4558,Ukraine,24532.0
14247,Waverly,42.7401,-84.6353,United States,24546.0
14248,Syke,52.9161,8.8186,Germany,24355.0
14249,Krychaw,53.7194,31.7139,Belarus,24500.0
14250,Waldshut-Tiengen,47.6231,8.2144,Germany,24226.0
14251,Watsa,3.04,29.53,Congo (Kinshasa),24516.0
14252,Waldkraiburg,48.2167,12.4,Germany,23442.0
14253,Somerset,40.5083,-74.501,United States,24527.0
14254,Rathenow,52.6,12.3333,Germany,24309.0
14255,Palmetto Bay,25.622,-80.3221,United States,24523.0
14256,Svishtov,43.6186,25.3439,Bulgaria,24459.0
14257,Simsbury,41.8729,-72.8256,United States,24519.0
14258,Emporia,38.4028,-96.1924,United States,24513.0
14259,Clarence-Rockland,45.4833,-75.2,Canada,24512.0
14260,Limbach-Oberfrohna,50.8667,12.75,Germany,24029.0
14261,Middleborough,41.8803,-70.8745,United States,24505.0
14262,Avon Lake,41.4945,-82.016,United States,24504.0
14263,Pyrgos,37.6667,21.4333,Greece,24359.0
14264,Vernon,49.09,1.49,France,23872.0
14265,Nyuzen,36.9333,137.5,Japan,24160.0
14266,Neftekumsk,44.7506,44.9797,Russia,24472.0
14267,Xinxing,47.1601,123.8,China,24317.0
14268,Lathrop,37.809,-121.3131,United States,24483.0
14269,Loma Linda,34.0451,-117.2498,United States,24482.0
14270,Homer Glen,41.6044,-87.9497,United States,24472.0
14271,Tifton,31.4625,-83.5205,United States,24466.0
14272,Senftenberg,51.5167,14.0167,Germany,24275.0
14273,Tocopilla,-22.0941,-70.201,Chile,24460.0
14274,Dinuba,36.5453,-119.3987,United States,24461.0
14275,Bad Soden am Taunus,50.1424,8.4997,Germany,22645.0
14276,Stroitel,50.7833,36.4833,Russia,24392.0
14277,Amarapura,21.9,96.0458,Burma,23200.0
14278,Selydove,48.15,37.3,Ukraine,23793.0
14279,Westmont,41.7948,-87.9742,United States,24443.0
14280,Hachimantai,39.9264,141.0953,Japan,24412.0
14281,Clinton,32.354,-90.3403,United States,24440.0
14282,Porto de Mos,39.6,-8.8167,Portugal,24342.0
14283,Opelousas,30.528,-92.0851,United States,24423.0
14284,Kotelnich,58.3089,48.3481,Russia,23682.0
14285,Camas,45.6005,-122.4305,United States,24418.0
14286,Semenov,56.8,44.5,Russia,24400.0
14287,Harvey,41.6076,-87.6521,United States,24408.0
14288,Trotwood,39.7927,-84.3165,United States,24403.0
14289,West Memphis,35.1531,-90.1995,United States,24402.0
14290,Bethany,45.5613,-122.8369,United States,24396.0
14291,Collinsville,38.6769,-90.0059,United States,24395.0
14292,Mequon,43.2352,-87.9838,United States,24382.0
14293,Ellensburg,46.9994,-120.5477,United States,24377.0
14294,Rodniki,57.1,41.7333,Russia,24335.0
14295,Marple,53.397,-2.061,United Kingdom,23687.0
14296,Asino,57.0,86.15,Russia,24354.0
14297,Al Qusayr,26.1091,34.276,Egypt,24344.0
14298,Shelbyville,38.2069,-85.2293,United States,24351.0
14299,Dole,47.0931,5.4906,France,23708.0
14300,Buturlinovka,50.825,40.5889,Russia,24319.0
14301,Goulburn,-34.7547,149.6186,Australia,23835.0
14302,Newport,41.4803,-71.3205,United States,24334.0
14303,East Hempfield,40.0825,-76.3831,United States,24329.0
14304,Nueva Paz,22.7667,-81.75,Cuba,24277.0
14305,Rimavska Sobota,48.3814,20.02,Slovakia,24010.0
14306,Saginaw,32.8657,-97.3654,United States,24310.0
14307,Easton,42.0362,-71.1103,United States,24306.0
14308,Saint-Laurent-du-Maroni,5.4976,-54.0325,French Guiana,24287.0
14309,Port Angeles,48.1142,-123.4565,United States,24293.0
14310,Brandon,32.2778,-89.9896,United States,24289.0
14311,Inkster,42.2935,-83.3148,United States,24284.0
14312,Wednesfield,52.5998,-2.0817,United Kingdom,22646.0
14313,Thomasville,30.8394,-83.9782,United States,24275.0
14314,Ponca City,36.7235,-97.0679,United States,24274.0
14315,Camillus,43.0539,-76.3057,United States,24270.0
14316,Gazojak,41.1833,61.4,Turkmenistan,24251.0
14317,Tecolutla,20.4797,-97.01,Mexico,24258.0
14318,Oiapoque,3.8428,-51.835,Brazil,24263.0
14319,West Melbourne,28.0693,-80.6734,United States,24259.0
14320,Faribault,44.2985,-93.2786,United States,24250.0
14321,Medford,40.822,-72.9859,United States,24247.0
14322,San Benito,26.1298,-97.644,United States,24243.0
14323,Litvinov,50.6008,13.6112,Czechia,23661.0
14324,Diest,50.9847,5.0514,Belgium,23824.0
14325,Springfield Township,39.928,-75.3362,United States,24232.0
14326,Lincolnton,35.4747,-81.2385,United States,24229.0
14327,Bierun Stary,50.0897,19.0928,Poland,23640.0
14328,Simpsonville,34.7287,-82.2573,United States,24221.0
14329,Almonte,37.2612,-6.5176,Spain,24191.0
14330,Varel,53.3969,8.1361,Germany,24001.0
14331,Uchquduq Shahri,42.1567,63.5556,Uzbekistan,24200.0
14332,Westford,42.5864,-71.4401,United States,24194.0
14333,Rugeley,52.7599,-1.9388,United Kingdom,24033.0
14334,Angatuba,-23.4745,-48.4256,Brazil,24161.0
14335,Scotch Plains,40.6332,-74.3739,United States,24183.0
14336,Fort Washington,38.7339,-77.0069,United States,24183.0
14337,Diu,20.7197,70.9904,India,23779.0
14338,Grootfontein,-19.5658,18.1036,Namibia,24099.0
14339,Gauripur,26.08,89.97,India,23477.0
14340,Ashton in Makerfield,53.487,-2.641,United Kingdom,24000.0
14341,Quedlinburg,51.7917,11.1472,Germany,23989.0
14342,Fort Saskatchewan,53.7128,-113.2133,Canada,24149.0
14343,Upper Moreland,40.1572,-75.1021,United States,24148.0
14344,North Potomac,39.0955,-77.2372,United States,24148.0
14345,Al Jawf,24.2167,23.3,Libya,24132.0
14346,Sattahip,12.6636,100.9036,Thailand,23418.0
14347,Zolochiv,49.8075,24.9031,Ukraine,24059.0
14348,Ottumwa,41.0196,-92.4186,United States,24121.0
14349,Formby,53.5586,-3.0666,United Kingdom,22419.0
14350,Sonneberg,50.35,11.1667,Germany,23830.0
14351,Dobeln,51.1194,13.1128,Germany,23829.0
14352,Amstetten,48.1167,14.8667,Austria,23656.0
14353,Koilkuntla,15.2333,78.3167,India,23859.0
14354,Ridgeland,32.4236,-90.1481,United States,24104.0
14355,Hastings,40.5963,-98.3914,United States,24101.0
14356,North Platte,41.1266,-100.764,United States,24098.0
14357,As Sulayyil,20.4623,45.5722,Saudi Arabia,24097.0
14358,Charles Town,39.2745,-77.8632,United States,24094.0
14359,Freeport,42.2893,-89.6347,United States,24092.0
14360,Waukee,41.5984,-93.8872,United States,24089.0
14361,Warrington,40.2489,-75.158,United States,24088.0
14362,Vero Beach South,27.6164,-80.413,United States,24082.0
14363,Lanester,47.7647,-3.3422,France,22728.0
14364,Ban Phru,6.948,100.4794,Thailand,23518.0
14365,Ventimiglia,43.7903,7.6083,Italy,24065.0
14366,Bognor Regis,50.7824,-0.6764,United Kingdom,24064.0
14367,Zawyat an Nwacer,33.3611,-7.6114,Morocco,23802.0
14368,Tayga,56.0667,85.6167,Russia,23565.0
14369,Socastee,33.6871,-79.0086,United States,24056.0
14370,Husum,54.4769,9.0511,Germany,23158.0
14371,South Plainfield,40.5748,-74.4153,United States,24052.0
14372,Konstancin-Jeziorna,52.0938,21.1176,Poland,23694.0
14373,Wadsworth,41.0279,-81.7324,United States,24046.0
14374,Kourou,5.16,-52.6499,French Guiana,24029.0
14375,Horley,51.174,-0.172,United Kingdom,22076.0
14376,Puerto San Jose,13.9333,-90.8167,Guatemala,23887.0
14377,Sokolov,50.1814,12.6402,Czechia,23033.0
14378,Zorgo,12.243,-0.611,Burkina Faso,23892.0
14379,Nava,28.4214,-100.7675,Mexico,22192.0
14380,Luninyets,52.25,26.8,Belarus,24000.0
14381,Tumwater,46.989,-122.9173,United States,24024.0
14382,Candler-McAfee,33.7267,-84.2723,United States,24022.0
14383,Herouville-Saint-Clair,49.2044,-0.3253,France,22954.0
14384,Fairfax,38.8531,-77.2998,United States,24019.0
14385,Hoh Ereg,41.0955,111.4408,China,23776.0
14386,East Gwillimbury,44.1333,-79.4167,Canada,23991.0
14387,Venice,27.1163,-82.4135,United States,23985.0
14388,Calw,48.7144,8.7375,Germany,23590.0
14389,Grande-Synthe,51.0139,2.3028,France,22966.0
14390,Kelishad va Sudarjan,32.5542,51.525,Iran,23203.0
14391,Hajduszoboszlo,47.45,21.3833,Hungary,23873.0
14392,Harmanli,41.9297,25.9019,Bulgaria,23932.0
14393,Halfmoon,42.864,-73.7275,United States,23962.0
14394,Kalach-na-Donu,48.6833,43.5333,Russia,23947.0
14395,Cottage Lake,47.7466,-122.0755,United States,23955.0
14396,La Mana,-0.9417,-79.2347,Ecuador,23775.0
14397,Haren,52.7667,7.2167,Germany,23829.0
14398,Bogotol,56.2,89.5167,Russia,23622.0
14399,Caras,-9.0483,-77.8108,Peru,23841.0
14400,Edgewater,28.9594,-80.9407,United States,23918.0
14401,Tlacolula,20.0,-97.0,Mexico,23865.0
14402,Okemos,42.7057,-84.4135,United States,23912.0
14403,Pelham,33.3114,-86.7573,United States,23911.0
14404,Si Racha,13.1744,100.9306,Thailand,23400.0
14405,Monte Aprazivel,-20.7728,-49.7139,Brazil,23857.0
14406,Taupo,-38.69,176.08,New Zealand,23900.0
14407,Novy Jicin,49.5944,18.0103,Czechia,23260.0
14408,Seal Beach,33.7542,-118.0714,United States,23896.0
14409,Ciudad Serdan,18.9833,-97.45,Mexico,23824.0
14410,Bad Mergentheim,49.5,9.7667,Germany,23704.0
14411,Mirandela,41.4833,-7.1833,Portugal,23850.0
14412,Alice Springs,-23.7,133.8667,Australia,23726.0
14413,Combs-la-Ville,48.67,2.56,France,22383.0
14414,Cranford,40.6564,-74.3036,United States,23882.0
14415,Qift,26.0,32.8167,Egypt,22063.0
14416,Starnberg,47.9972,11.3406,Germany,23498.0
14417,Dunkirk,42.4803,-79.3323,United States,23874.0
14418,Zeya,53.7333,127.25,Russia,23270.0
14419,Chrudim,49.9511,15.7956,Czechia,23168.0
14420,Calabasas,34.1375,-118.6689,United States,23853.0
14421,Abbeville,50.1058,1.8358,France,22946.0
14422,Lustenau,47.4271,9.6711,Austria,22821.0
14423,Berehove,48.2025,22.6375,Ukraine,23732.0
14424,North Augusta,33.5214,-81.9547,United States,23845.0
14425,Step'anavan,41.0075,44.3867,Armenia,23782.0
14426,Ostrow Mazowiecka,52.8,21.9,Poland,22800.0
14427,Kafr Sa`d,31.3557,31.6848,Egypt,22500.0
14428,Bedburg,51.0,6.5625,Germany,23531.0
14429,Mount Pocono,41.1225,-75.3582,United States,23820.0
14430,Fort Dodge,42.5098,-94.1751,United States,23807.0
14431,Havlickuv Brod,49.6079,15.5807,Czechia,23442.0
14432,Brody,50.0781,25.1542,Ukraine,23752.0
14433,Quartier Militaire,-20.25,57.55,Mauritius,22745.0
14434,Lincoln,43.13,-79.43,Canada,23787.0
14435,North Haven,41.3818,-72.8573,United States,23786.0
14436,Krnov,50.0897,17.7039,Czechia,23257.0
14437,Farragut,35.8731,-84.1822,United States,23778.0
14438,Gobo,33.8914,135.1525,Japan,23246.0
14439,Mosbach,49.35,9.1333,Germany,23398.0
14440,Korbach,51.2719,8.8731,Germany,23581.0
14441,Kuvandyk,51.4833,57.35,Russia,23763.0
14442,Jenks,35.9981,-95.9737,United States,23767.0
14443,Mansfield,42.0163,-71.2187,United States,23761.0
14444,Fria,10.3804,-13.55,Guinea,23729.0
14445,Bloomingdale,27.8784,-82.2624,United States,23758.0
14446,Huntingdon,52.3364,-0.1717,United Kingdom,23732.0
14447,Pace,30.6187,-87.1667,United States,23749.0
14448,Herdecke,51.4,7.4333,Germany,22733.0
14449,Ayancik,41.95,34.5833,Turkey,23720.0
14450,Palatka,29.6493,-81.6705,United States,23738.0
14451,Tatarsk,55.2167,75.9667,Russia,23729.0
14452,Salzwedel,52.85,11.15,Germany,23655.0
14453,Coronado,32.664,-117.16,United States,23731.0
14454,Lubartow,51.4667,22.6,Poland,22138.0
14455,Khromtau,50.2699,58.45,Kazakhstan,23715.0
14456,Epernay,49.0403,3.96,France,22671.0
14457,Freudenstadt,48.4633,8.4111,Germany,23442.0
14458,Montgomery,41.5399,-74.2073,United States,23709.0
14459,Marple,39.9654,-75.3658,United States,23709.0
14460,Nagykoros,47.0331,19.7839,Hungary,23605.0
14461,Bauta,22.9919,-82.5492,Cuba,23557.0
14462,Centerville,39.6339,-84.1449,United States,23703.0
14463,Aracuai,-16.8596,-42.0699,Brazil,22005.0
14464,Nikaho,39.2031,139.9078,Japan,23602.0
14465,Maracaju,-21.61,-55.18,Brazil,22690.0
14466,Kreuzlingen,47.6458,9.1783,Switzerland,21801.0
14467,Sredneuralsk,56.9833,60.4667,Russia,23353.0
14468,Greeneville,36.168,-82.8197,United States,23683.0
14469,Van Buren,35.448,-94.3528,United States,23683.0
14470,Tata,47.65,18.3167,Hungary,23377.0
14471,Waycross,31.2108,-82.3579,United States,23671.0
14472,Ayapel,8.3304,-75.15,Colombia,23639.0
14473,Kozyatyn,49.7167,28.8333,Ukraine,23610.0
14474,Partizanske,48.6333,18.3667,Slovakia,22653.0
14475,Soledad Atzompa,18.755,-97.1522,Mexico,23130.0
14476,Juchen,51.1011,6.5017,Germany,23337.0
14477,Bulle,46.6167,7.05,Switzerland,22709.0
14478,Wilmington,42.5609,-71.1654,United States,23658.0
14479,Carletonville,-26.3581,27.3981,South Africa,23000.0
14480,Half Moon Bay,37.4688,-122.4383,United States,23653.0
14481,Juchitepec,19.0997,-98.8792,Mexico,23497.0
14482,Zheleznogorsk-Ilimskiy,56.5833,104.1167,Russia,23643.0
14483,Dillenburg,50.7333,8.2833,Germany,23365.0
14484,Gitega,-3.426,29.8436,Burundi,23167.0
14485,Belton,38.8193,-94.5334,United States,23642.0
14486,Westchase,28.0597,-82.611,United States,23636.0
14487,Baglung,28.2667,83.5833,Nepal,23296.0
14488,Jacksonville Beach,30.2782,-81.4045,United States,23628.0
14489,Coronel Suarez,-37.4547,-61.9334,Argentina,23621.0
14490,Palm River-Clair Mel,27.9239,-82.3791,United States,23627.0
14491,Sehnde,52.3161,9.9642,Germany,23389.0
14492,Herzogenaurach,49.5667,10.8833,Germany,23126.0
14493,Ilion,43.0114,-75.0396,United States,23608.0
14494,Kulgam,33.64,75.02,India,23584.0
14495,Macia,-25.0333,33.1,Mozambique,23156.0
14496,Chalmette,29.9437,-89.9659,United States,23602.0
14497,El Seibo,18.764,-69.035,Dominican Republic,23547.0
14498,Seymour,38.9476,-85.891,United States,23598.0
14499,Upper Macungie,40.5694,-75.6244,United States,23597.0
14500,Oakdale,37.7616,-120.847,United States,23596.0
14501,Ipatovo,45.7167,42.9,Russia,23579.0
14502,Bronnitsy,55.422,38.2631,Russia,22567.0
14503,Severobaykalsk,55.6333,109.3167,Russia,23365.0
14504,Zarnesti,45.5725,25.3431,Romania,23476.0
14505,Upper Providence,40.1655,-75.4889,United States,23589.0
14506,Gelnhausen,50.2027,9.1905,Germany,23073.0
14507,Unecha,52.85,32.6833,Russia,23550.0
14508,Madisonville,37.3408,-87.5034,United States,23580.0
14509,Romulus,42.2237,-83.366,United States,23573.0
14510,San Ignacio de Velasco,-16.3667,-60.95,Bolivia,23569.0
14511,Frontignan,43.4483,3.7561,France,22762.0
14512,Acton,42.4843,-71.4378,United States,23561.0
14513,Troyan,42.8844,24.7094,Bulgaria,23520.0
14514,Hisor,38.5264,68.5381,Tajikistan,23200.0
14515,Clarksburg,39.2314,-77.2617,United States,23548.0
14516,Leland,34.2044,-78.0277,United States,23544.0
14517,Brodosqui,-20.9908,-47.6589,Brazil,23460.0
14518,Elektrogorsk,55.8833,38.7833,Russia,22950.0
14519,Cessnock,-32.8342,151.3555,Australia,21725.0
14520,Rolling Meadows,42.0747,-88.0252,United States,23532.0
14521,Megara,38.0,23.3333,Greece,23456.0
14522,Bondo,3.81,23.67,Congo (Kinshasa),23517.0
14523,Davlekanovo,54.2167,55.0333,Russia,23499.0
14524,Arnold,39.0437,-76.4974,United States,23518.0
14525,Andoany,-13.4,48.2666,Madagascar,22680.0
14526,Laguna de Duero,41.5831,-4.7167,Spain,22725.0
14527,Benbrook,32.6787,-97.4638,United States,23502.0
14528,Tirat Karmel,32.7667,34.9667,Israel,22200.0
14529,Arbroath,56.561,-2.586,United Kingdom,23490.0
14530,Zion,42.4598,-87.8509,United States,23487.0
14531,Almeirim,39.2167,-8.6333,Portugal,23376.0
14532,Sun City Center,27.7149,-82.3569,United States,23480.0
14533,Lensk,60.7167,114.9,Russia,23479.0
14534,Sederot,31.5261,34.5939,Israel,23090.0
14535,Montrose,38.469,-107.859,United States,23478.0
14536,Ruskin,27.7065,-82.4209,United States,23477.0
14537,Ban Mae Cho,18.9032,99.0041,Thailand,23140.0
14538,Columbus,41.4368,-97.3563,United States,23463.0
14539,Gotsucho,34.9809,132.2949,Japan,23372.0
14540,Brotas,-22.2839,-48.1269,Brazil,23419.0
14541,Plainview,34.1911,-101.7234,United States,23424.0
14542,Riehen,47.5794,7.6512,Switzerland,21448.0
14543,Ruwa,-17.8897,31.2447,Zimbabwe,22038.0
14544,Veinticinco de Mayo,-35.4167,-60.1667,Argentina,23408.0
14545,Auburn,44.085,-70.2492,United States,23414.0
14546,Cordeiropolis,-22.4819,-47.4569,Brazil,23234.0
14547,Avon,41.4485,-82.0187,United States,23399.0
14548,Horgen,47.2608,8.5975,Switzerland,22662.0
14549,Nakashunbetsu,43.5553,144.9714,Japan,23353.0
14550,San Lorenzo de Esmeraldas,1.2864,-78.8353,Ecuador,23265.0
14551,Yarmouth,41.6767,-70.2249,United States,23381.0
14552,Godalming,51.18,-0.61,United Kingdom,21804.0
14553,Tobati,-25.26,-57.0814,Paraguay,23295.0
14554,Loves Park,42.3364,-88.9975,United States,23371.0
14555,Fishkill,41.5129,-73.9271,United States,23370.0
14556,Dunajska Streda,47.9961,17.6147,Slovakia,22643.0
14557,Canico,32.6412,-16.8504,Portugal,23361.0
14558,Rawtenstall,53.699,-2.291,United Kingdom,22000.0
14559,La Prairie,45.42,-73.5,Canada,23357.0
14560,Lermontov,44.1053,42.9717,Russia,22601.0
14561,Wekiwa Springs,28.6984,-81.4251,United States,23329.0
14562,Vil'nohirs'k,48.4824,34.0189,Ukraine,23235.0
14563,Strakonice,49.2615,13.9024,Czechia,22646.0
14564,Netphen,50.9147,8.1,Germany,23130.0
14565,Hingham,42.2176,-70.8854,United States,23298.0
14566,Medford,39.8639,-74.8231,United States,23293.0
14567,Oliveira do Bairro,40.5167,-8.5,Portugal,23028.0
14568,Puchheim,48.15,11.35,Germany,21531.0
14569,Calverley,53.8266,-1.6908,United Kingdom,22594.0
14570,Sheyban,31.4086,48.7942,Iran,23211.0
14571,Qiryat Mal'akhi,31.7333,34.75,Israel,23100.0
14572,Lisle,41.7918,-88.0888,United States,23270.0
14573,Qiryat Shemona,33.2075,35.5697,Israel,23076.0
14574,Eschborn,50.1437,8.569,Germany,21488.0
14575,Tambau,-21.705,-47.2739,Brazil,23214.0
14576,East Retford,53.3228,-0.9431,United Kingdom,22013.0
14577,Vranov nad Topl'ou,48.8806,21.6731,Slovakia,22589.0
14578,Devonport,-41.1806,146.3464,Australia,23046.0
14579,Bom Jesus dos Perdoes,-23.135,-46.4653,Brazil,23025.0
14580,Tecumseh,42.2431,-82.9256,Canada,23229.0
14581,Greenbelt,38.9953,-76.8885,United States,23224.0
14582,Nevyansk,57.4833,60.2,Russia,23200.0
14583,Senden,48.3167,10.0667,Germany,22336.0
14584,Bassar,9.25,0.7833,Togo,23181.0
14585,Warburg,51.4881,9.14,Germany,23079.0
14586,Taquarituba,-23.5328,-49.2439,Brazil,23163.0
14587,Molodohvardiisk,48.3444,39.6583,Ukraine,22937.0
14588,Kolpashevo,58.3167,82.9167,Russia,23209.0
14589,Otsuki,35.6106,138.94,Japan,23128.0
14590,Mandelieu-la-Napoule,43.5464,6.9381,France,22452.0
14591,West Springfield,38.7771,-77.2268,United States,23202.0
14592,Linstead,18.15,-77.0167,Jamaica,22757.0
14593,Thorigny-sur-Marne,48.8788,2.7075,France,21356.0
14594,Uenohara,35.6303,139.1086,Japan,23052.0
14595,Abreus,22.2806,-80.5678,Cuba,23144.0
14596,Fokino,42.9667,132.4,Russia,23077.0
14597,Pezinok,48.2667,17.2667,Slovakia,22861.0
14598,Walsrode,52.8592,9.5853,Germany,23068.0
14599,Abu,24.5925,72.7083,India,22943.0
14600,Roxbury,40.8822,-74.6522,United States,23136.0
14601,Gersthofen,48.4167,10.8667,Germany,22473.0
14602,Kilkis,40.9954,22.8765,Greece,22914.0
14603,Canton,42.175,-71.1264,United States,23134.0
14604,Komlo,46.1911,18.2611,Hungary,22635.0
14605,Plainsboro,40.3377,-74.5878,United States,23120.0
14606,Oxford,39.5061,-84.7434,United States,23113.0
14607,Tashtagol,52.7667,87.8667,Russia,23107.0
14608,Dammarie-le-Lys,48.5177,2.6402,France,21835.0
14609,Tupiza,-21.4423,-65.719,Bolivia,23100.0
14610,Lengir,42.1899,69.8799,Kazakhstan,23058.0
14611,Kenmore,47.7516,-122.2489,United States,23097.0
14612,Siwah,29.2,25.5167,Egypt,23080.0
14613,Farmington,44.6573,-93.1688,United States,23091.0
14614,Kilwinning,55.655,-4.703,United Kingdom,21693.0
14615,Gusinoozersk,51.2833,106.5167,Russia,23082.0
14616,Kapfenberg,47.4394,15.2894,Austria,22798.0
14617,Gainsborough,53.4016,-0.7732,United Kingdom,22841.0
14618,Wichian Buri,15.6565,101.1072,Thailand,22995.0
14619,Whyalla,-33.0333,137.5667,Australia,21742.0
14620,Furukawa,36.2383,137.1861,Japan,23030.0
14621,Gyegu,33.0166,96.7333,China,23000.0
14622,Hastings,44.7318,-92.8538,United States,23047.0
14623,Oyonnax,46.2561,5.6556,France,22427.0
14624,Guanajay,22.9306,-82.6881,Cuba,22839.0
14625,Santa Ana Nextlalpan,19.7167,-99.0667,Mexico,22507.0
14626,Makinsk,52.6404,70.41,Kazakhstan,23020.0
14627,Quarai,-30.3878,-56.4508,Brazil,23021.0
14628,Yeadon,53.869,-1.688,United Kingdom,22233.0
14629,Murayama,38.4833,140.3833,Japan,22905.0
14630,Yako,12.954,-2.263,Burkina Faso,22904.0
14631,West Goshen,39.9756,-75.5927,United States,23021.0
14632,Orchards,45.689,-122.5306,United States,23020.0
14633,Vale de Cambra,40.85,-8.4,Portugal,22864.0
14634,Rockingham,34.9386,-79.7608,United States,23016.0
